Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2014,4.0,4.1,3.8,3.9,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8
2015,3.7,3.7,3.9,4.0,3.9,3.9,3.9,3.8,3.8,3.7,3.7,3.8
2016,3.7,3.7,3.8,4.1,4.0,3.8,3.7,3.8,3.8,3.7,3.7,3.8
2017,3.7,3.7,3.5,3.3,3.5,3.5,3.6,3.5,3.5,3.5,3.4,3.4
2018,3.5,3.5,3.5,3.5,3.6,3.5,3.5,3.5,3.5,3.6,3.7,3.7
2019,3.7,3.6,3.6,3.4,3.5,3.7,3.8,3.8,3.8,3.7,3.6,3.7
2020,3.9,3.8,3.7,3.6,3.6,3.6,3.7,3.7,3.8,3.9,3.9,4.0
2021,4.0,4.0,4.0,4.2,4.1,4.1,4.1,4.1,4.2,4.2,4.1,4.2
2022,4.1,4.2,4.2,4.2,4.1,4.0,4.1,4.0,4.1,4.0,4.0,4.1
2023,4.1,4.1,4.1,4.1,4.1,4.1,4.0,4.1,4.2,4.3,4.4,4.3
2024,4.3,4.4,4.4,4.3,4.2,4.1(P),,,,,,
