Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2014,9.2,9.3,9.3,9.3,9.3,9.3,9.3,9.4,9.2,9.3,9.4,9.4
2015,9.2,9.3,9.3,9.2,9.2,9.1,9.1,9.0,9.1,9.2,9.1,9.3
2016,8.8,8.8,8.8,8.8,8.8,8.8,8.7,8.8,8.8,8.9,8.8,8.9
2017,8.8,8.8,8.7,8.6,8.6,8.5,8.5,8.5,8.6,8.4,8.5,8.3
2018,8.5,8.5,8.4,8.4,8.3,8.3,8.3,8.2,8.2,8.1,8.2,8.1
2019,8.1,8.2,8.1,8.1,8.1,8.0,8.1,8.1,8.0,8.0,8.1,8.1
2020,8.1,8.1,8.0,6.8,7.1,7.2,7.3,7.4,7.6,7.5,7.5,7.6
2021,7.7,7.7,7.8,7.9,8.1,8.2,8.4,8.4,8.4,8.5,8.6,8.6
2022,8.7,8.8,8.8,8.9,9.0,9.0,9.3,9.3,9.4,9.4,9.4,9.4
2023,9.4,9.5,9.5,9.5,9.5,9.4,9.4,9.4,9.4,9.2,9.4,9.4
2024,9.4,9.4,9.4,9.4,9.1,9.0(P),,,,,,
