Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2014,13.5,13.7,13.4,14.4,14.9,15.3,13.7,13.7,13.9,14.0,14.1,14.2
2015,14.0,14.1,14.2,13.8,13.9,14.0,13.9,14.3,14.1,14.4,14.8,14.5
2016,15.0,14.8,14.4,14.8,14.6,14.6,15.2,14.5,14.7,14.5,14.4,14.4
2017,15.3,14.9,14.9,15.0,15.1,15.6,15.1,15.3,15.1,15.3,15.2,15.4
2018,15.4,15.4,15.6,15.9,16.4,16.1,15.6,15.5,15.4,15.4,15.5,15.6
2019,15.6,15.8,16.0,16.1,15.7,15.5,15.6,15.6,15.5,15.4,15.5,15.7
2020,15.5,15.4,15.1,12.2,12.5,12.5,12.9,13.1,13.7,13.6,13.5,13.7
2021,14.1,14.5,14.5,14.3,14.8,15.2,15.8,16.2,16.3,17.1,16.8,16.9
2022,16.9,16.8,17.7,17.9,18.6,18.2,18.4,18.8,19.2,18.8,19.0,19.1
2023,19.2,19.8,19.2,18.6,19.2,19.1,19.2,19.3,19.3,19.4,19.4,19.1
2024,19.3,19.4,19.4,19.2,19.2,19.2(P),,,,,,
