Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2014,79.3,79.2,79.3,79.6,79.4,79.5,79.6,79.8,79.6,79.5,79.9,80.0
2015,80.0,80.0,79.7,79.6,79.8,79.5,79.6,79.3,79.4,79.3,79.1,79.0
2016,79.1,79.2,78.8,78.7,78.6,78.5,78.7,78.7,78.7,78.8,78.7,78.8
2017,78.4,78.6,78.8,79.0,78.9,79.1,78.6,78.8,78.9,79.0,79.1,79.2
2018,79.0,79.0,79.3,79.0,79.0,79.4,79.2,79.3,79.4,79.2,79.1,79.0
2019,79.5,79.7,79.6,79.8,79.8,79.8,79.5,79.4,79.2,79.0,79.0,78.8
2020,78.4,78.3,78.3,76.4,76.3,76.3,76.5,76.6,76.4,76.7,76.9,77.0
2021,77.4,77.2,77.6,77.8,77.9,78.2,78.4,79.0,79.0,79.9,79.9,80.0
2022,80.1,80.3,80.5,80.8,81.1,81.3,82.0,82.0,82.0,82.1,82.5,82.5
2023,83.2,83.3,83.4,83.5,83.7,84.0,83.8,83.9,84.2,84.7,84.7,83.9
2024,84.6,84.6,84.5,84.4,84.7,85.2(P),,,,,,
