Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2014,59.3,59.2,59.1,59.5,60.0,60.1,60.4,60.2,60.5,60.9,61.0,61.3
2015,61.5,61.9,62.3,62.3,62.1,62.1,62.9,62.7,62.7,62.6,62.8,62.8
2016,63.2,63.2,63.0,63.3,63.5,63.7,64.2,64.7,65.1,65.3,65.8,66.0
2017,66.7,67.3,67.6,67.6,68.2,68.6,68.8,69.1,69.6,70.1,70.3,70.6
2018,70.9,71.1,71.6,70.0,70.0,70.0,69.9,70.2,70.3,70.4,70.5,70.5
2019,70.7,70.8,70.8,68.5,68.5,68.7,68.7,68.5,68.5,68.7,68.7,68.8
2020,68.8,68.8,68.6,53.3,57.6,64.3,63.9,63.9,63.8,63.3,63.1,63.2
2021,63.2,63.0,63.6,64.0,64.2,64.4,64.5,64.7,64.9,65.2,65.6,65.7
2022,65.9,65.9,66.2,66.5,67.0,67.2,68.0,68.0,68.4,68.7,69.0,69.3
2023,70.1,70.2,70.4,70.4,70.3,70.4,70.5,70.6,71.1,71.2,70.4,70.3
2024,68.9,69.6,69.8,70.2,70.2,70.9(P),,,,,,
