Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2014,60.1,60.1,60.4,60.8,61.2,61.6,62.3,63.1,63.6,63.9,64.5,64.5
2015,63.5,61.2,59.0,56.2,54.7,53.5,53.2,52.7,51.6,50.3,49.0,47.7
2016,47.7,46.7,45.5,44.7,43.8,43.2,42.9,42.6,42.7,43.1,43.4,43.9
2017,44.4,45.3,46.1,47.1,47.8,48.5,48.8,49.1,49.6,49.8,50.2,50.5
2018,51.0,51.4,51.9,51.9,52.7,52.9,53.4,53.8,53.6,54.0,54.0,53.7
2019,52.7,52.0,51.6,51.3,50.5,49.7,48.2,46.7,45.4,43.7,41.9,40.2
2020,38.9,38.4,37.6,34.2,31.8,30.6,28.4,28.1,27.8,27.3,27.1,27.2
2021,26.8,26.7,27.2,27.5,27.4,27.3,27.3,27.4,27.5,27.9,28.2,28.7
2022,29.2,29.5,29.8,30.2,30.5,30.5,31.1,31.2,31.3,31.2,31.6,31.9
2023,32.3,32.4,32.6,32.4,32.1,32.0,31.6,31.5,31.1,31.1,31.4,31.4
2024,32.3,32.6,32.2,32.2,32.3,32.1(P),,,,,,
