Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2014,371.1,369.0,371.4,375.5,378.1,378.1,377.6,382.3,382.3,383.8,388.3,391.1
2015,388.1,386.9,389.7,391.3,394.4,396.2,397.8,398.4,398.4,402.4,405.3,405.4
2016,403.5,402.9,404.8,406.7,406.2,406.4,407.8,409.0,409.4,409.7,407.4,410.1
2017,408.0,408.5,408.0,408.6,408.4,410.8,413.2,411.3,412.6,412.0,413.9,414.4
2018,413.2,416.3,415.5,415.8,417.5,418.4,417.4,419.3,420.6,420.5,422.4,420.8
2019,424.8,423.8,425.3,426.2,426.1,427.9,428.8,428.9,430.1,429.0,430.5,430.5
2020,431.8,433.3,432.1,387.3,391.2,400.8,405.8,412.2,414.9,427.3,429.3,431.9
2021,430.4,432.3,434.8,428.1,433.4,432.8,439.5,441.5,440.7,445.5,446.7,448.1
2022,456.4,459.1,460.6,461.9,463.6,463.5,466.3,467.1,472.0,462.4,462.2,460.6
2023,464.3,464.9,465.2,465.9,466.9,468.8,455.2,454.8,455.2,450.5,445.2,438.6
2024,444.4,449.5,450.2,446.8,447.1,446.2(P),,,,,,
