Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2014,43.9,43.8,44.0,44.3,44.4,44.9,45.4,45.4,45.3,45.5,45.3,45.5
2015,45.5,46.7,45.6,45.7,45.8,45.8,46.0,45.7,45.6,45.5,46.0,45.7
2016,46.2,46.8,46.3,46.5,46.6,46.4,46.4,46.2,46.4,46.5,46.1,46.2
2017,46.4,46.5,46.9,47.2,47.0,47.0,46.9,47.0,46.8,47.0,46.7,47.1
2018,47.4,47.9,47.3,47.2,47.2,47.2,47.3,47.1,47.5,47.8,48.1,48.5
2019,48.3,48.2,48.7,48.9,49.3,49.4,49.7,50.1,50.1,50.0,50.1,49.9
2020,49.8,49.6,49.4,43.6,43.4,43.0,43.3,43.7,45.4,45.2,45.0,45.1
2021,45.4,45.9,46.1,46.3,46.7,47.5,48.0,48.2,48.7,49.2,49.7,50.1
2022,50.3,50.3,51.1,51.6,52.1,52.0,52.4,52.3,52.4,52.2,52.3,52.1
2023,52.2,52.1,51.8,51.5,51.2,51.1,50.9,51.1,50.9,50.1,50.2,50.0
2024,49.4,49.1,49.0,49.0,48.9,48.9(P),,,,,,
