Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2014,87.1,87.1,87.3,87.3,87.3,87.3,87.4,87.6,87.6,87.9,87.9,88.1
2015,88.2,88.4,88.2,87.5,87.3,87.2,87.2,87.2,87.2,87.0,87.2,87.2
2016,88.2,88.3,88.5,88.5,88.7,88.3,88.4,88.4,88.8,88.9,88.7,88.4
2017,88.1,88.2,88.5,89.2,89.4,89.6,89.4,89.5,89.5,89.9,90.3,90.6
2018,90.8,90.9,91.4,92.1,92.4,92.7,93.0,93.1,93.4,93.5,93.6,92.6
2019,94.1,94.3,94.2,93.6,94.0,94.1,94.4,94.8,94.9,94.4,94.8,95.2
2020,94.9,94.9,94.3,61.1,68.2,82.4,84.7,86.0,86.6,87.5,87.5,87.4
2021,87.7,87.8,88.6,89.9,90.4,91.5,92.2,92.8,93.6,94.2,94.8,95.6
2022,94.5,95.2,95.7,97.5,97.8,98.0,98.7,98.9,99.5,100.3,100.8,100.5
2023,101.1,101.6,101.9,101.7,102.0,102.0,101.5,102.3,102.3,101.7,101.6,102.3
2024,103.0,103.4,104.4,104.4,104.4,104.5(P),,,,,,
