Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2014,56.9,56.8,56.9,56.9,56.5,56.5,56.3,55.9,55.6,55.3,55.1,54.7
2015,55.1,54.7,54.3,54.8,54.6,54.3,54.6,54.1,53.9,53.8,53.7,53.8
2016,53.5,53.4,53.3,52.4,52.3,52.2,51.9,51.9,51.7,52.0,51.8,51.7
2017,51.6,51.4,51.5,51.3,51.1,51.1,51.1,50.9,50.9,50.6,50.2,50.0
2018,49.9,49.6,49.4,49.3,49.3,49.2,49.1,48.8,48.8,48.6,48.8,48.8
2019,48.7,48.6,48.6,48.6,48.4,48.4,48.2,48.2,47.9,47.6,47.6,47.5
2020,47.5,47.4,47.3,43.8,43.7,43.6,43.5,43.6,44.1,44.4,44.3,45.8
2021,46.0,46.0,46.0,46.0,46.1,46.2,46.5,46.6,46.5,47.1,47.0,47.1
2022,47.4,47.7,48.0,48.1,48.4,48.6,48.5,48.6,49.3,49.2,49.4,49.3
2023,49.2,49.2,49.2,49.2,49.1,48.9,49.0,48.9,48.7,48.6,48.8,49.3
2024,49.5,49.1,48.8,49.5,49.2,49.1(P),,,,,,
