Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2014,3.8,3.9,3.8,3.9,3.9,4.0,4.1,4.2,4.2,4.3,4.3,4.4
2015,4.3,4.4,4.3,4.3,4.3,4.2,4.1,4.0,4.0,4.0,4.0,4.1
2016,3.9,3.9,3.9,3.8,3.8,3.6,3.6,3.6,3.6,3.7,3.8,3.8
2017,3.9,3.9,4.1,4.3,4.3,4.3,4.4,4.5,4.5,4.6,4.6,4.6
2018,4.7,4.7,4.8,4.7,4.8,4.8,4.8,4.8,4.7,4.7,4.5,4.5
2019,4.5,4.3,4.3,4.2,4.2,4.2,4.3,4.2,4.2,4.0,3.9,3.9
2020,3.9,3.9,3.8,3.6,3.5,3.3,3.3,3.3,3.4,3.4,3.4,3.5
2021,3.6,3.5,3.5,3.5,3.4,3.5,3.6,3.6,3.5,3.5,3.5,3.6
2022,3.6,3.7,3.7,3.7,3.7,3.6,3.7,3.8,3.7,3.7,3.7,3.8
2023,3.8,3.8,3.8,3.9,3.9,3.9,3.9,4.0,4.0,4.0,4.0,4.1
2024,4.1,4.1,4.1,4.0,4.1,4.0(P),,,,,,
