Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2014,30.5,30.6,30.6,30.7,30.6,30.5,30.2,30.1,30.0,29.6,29.5,28.8
2015,28.7,28.0,27.7,27.3,27.0,25.9,25.5,24.9,24.9,24.6,23.9,23.3
2016,21.9,21.6,21.3,20.9,20.0,19.8,19.5,19.6,19.6,19.8,20.0,20.4
2017,20.8,21.1,21.3,21.5,21.7,21.9,22.2,22.2,22.3,22.4,22.5,22.5
2018,22.0,22.0,22.1,22.5,22.6,22.8,23.1,22.9,22.8,22.7,22.7,22.9
2019,23.2,23.1,23.1,22.9,22.8,22.6,22.5,22.2,21.9,21.4,21.0,20.7
2020,20.4,19.9,19.6,17.2,17.1,17.3,16.3,16.6,16.1,16.3,16.7,17.0
2021,17.2,17.4,17.3,17.5,17.6,17.7,17.9,18.1,18.0,18.2,18.2,18.3
2022,19.2,19.4,19.4,19.6,19.8,19.8,20.2,20.5,20.6,20.6,20.6,20.8
2023,20.9,21.1,21.2,21.2,21.3,21.4,21.6,21.6,21.5,21.1,21.5,21.1
2024,20.8,21.1,21.2,21.3,21.5,21.6(P),,,,,,
