Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2014,46.2,45.2,44.8,45.5,45.8,45.7,45.6,46.0,46.3,46.8,47.4,47.9
2015,47.7,48.0,47.1,47.4,48.2,48.6,49.5,50.3,50.8,50.7,50.8,50.6
2016,50.4,50.3,50.1,50.7,50.2,50.6,50.6,50.0,50.3,50.4,50.1,49.8
2017,50.9,51.0,51.6,51.4,51.4,51.4,51.0,51.0,51.3,50.6,51.4,50.9
2018,50.5,50.8,50.4,50.4,50.7,50.6,51.0,50.9,51.1,51.1,51.0,51.4
2019,52.0,52.0,52.0,52.5,52.3,52.5,52.5,52.7,52.8,53.1,52.9,53.2
2020,53.4,53.2,53.6,51.4,52.6,52.8,52.7,53.2,53.3,53.9,54.4,54.6
2021,54.6,53.5,55.3,55.4,55.3,55.3,55.4,55.4,55.2,55.6,56.0,56.8
2022,56.4,56.6,56.6,56.6,57.2,57.3,58.3,58.9,59.5,59.9,60.4,60.5
2023,61.2,61.5,61.9,62.5,62.9,63.5,62.9,63.4,63.6,64.7,65.1,66.1
2024,67.5,68.0,68.0,67.9,67.6,68.2(P),,,,,,
