Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2014,78.0,77.8,78.0,77.9,78.0,77.9,77.8,78.0,78.3,78.3,78.5,78.5
2015,78.6,78.8,78.9,78.9,78.6,78.7,78.8,78.7,78.5,78.5,78.6,78.5
2016,79.6,79.5,79.2,80.1,79.8,79.4,79.5,79.4,79.3,78.9,78.8,78.6
2017,78.7,78.5,78.4,78.0,77.7,77.9,77.8,77.6,77.8,77.6,77.7,77.5
2018,77.3,77.2,77.2,77.2,77.2,77.7,77.3,77.3,77.3,77.1,77.1,77.1
2019,77.1,77.2,77.1,77.5,77.5,77.6,77.7,78.0,78.2,78.4,78.3,78.3
2020,78.2,78.3,78.0,75.9,76.1,76.2,76.5,76.6,76.8,76.6,76.3,76.4
2021,76.8,76.9,77.0,76.7,76.5,76.4,76.0,75.8,75.1,75.8,75.9,76.0
2022,75.7,75.6,75.3,75.7,75.8,75.0,75.9,75.9,75.9,75.8,76.0,75.8
2023,76.3,76.1,76.2,76.3,76.3,76.4,76.6,76.4,76.6,76.8,77.0,77.0
2024,77.2,76.9,76.9,77.1,77.1,77.2(P),,,,,,
