Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2014,22.5,22.2,22.1,22.1,22.0,22.0,21.9,21.8,21.7,21.7,21.7,21.5
2015,21.2,21.2,21.3,21.1,21.1,21.1,21.1,21.1,20.9,20.9,20.9,20.9
2016,21.0,21.0,20.8,20.8,20.6,20.6,20.6,20.5,20.3,19.9,19.9,19.9
2017,20.0,19.8,19.8,19.6,19.5,19.3,19.2,19.0,18.9,19.0,18.9,18.8
2018,18.9,18.9,18.9,19.0,18.8,18.8,18.7,18.7,18.7,18.6,18.5,18.3
2019,18.3,18.2,18.2,18.1,18.0,18.1,18.0,18.2,18.1,18.3,18.5,18.5
2020,18.3,18.3,18.2,16.5,16.4,16.5,16.1,16.1,16.4,16.0,15.8,15.9
2021,16.0,16.2,16.2,16.3,16.6,16.8,16.9,17.1,17.2,17.7,17.9,18.1
2022,18.1,18.2,18.4,18.3,18.2,18.2,18.3,18.3,18.3,18.4,18.3,18.3
2023,18.3,18.2,18.2,18.2,18.3,18.3,18.3,18.2,18.3,18.5,18.4,18.3
2024,18.2,18.3,18.1,18.2,17.9,17.8(P),,,,,,
