Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2014,32.1,31.9,32.2,32.2,32.1,32.1,32.2,32.1,31.9,31.7,32.5,32.5
2015,32.4,32.4,32.4,32.5,32.5,32.7,32.6,32.5,32.6,32.8,32.6,32.5
2016,32.5,32.6,32.3,32.2,32.3,32.3,32.6,32.9,32.5,32.5,32.3,32.1
2017,31.9,31.7,31.9,31.8,31.7,31.6,31.3,31.4,31.6,31.4,31.5,31.5
2018,31.9,32.0,31.7,31.7,31.7,31.8,31.6,31.6,31.5,31.8,31.5,31.5
2019,31.4,31.4,31.5,31.4,31.5,31.8,31.8,31.7,31.6,31.5,31.6,31.4
2020,31.4,31.3,31.3,28.9,28.6,28.4,28.1,28.4,28.7,29.3,28.8,29.0
2021,29.2,29.3,29.5,29.5,29.4,29.9,30.5,30.5,30.2,30.7,31.1,31.4
2022,31.0,31.1,31.0,31.0,31.4,31.3,31.4,31.7,31.6,31.4,31.3,31.4
2023,31.9,31.4,31.6,31.5,31.4,31.3,31.1,30.6,30.7,30.4,30.2,30.2
2024,30.0,30.0,29.9,29.7,30.2,29.8(P),,,,,,
