Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2014,65.4,65.3,65.5,65.6,65.4,66.0,66.4,66.8,67.1,67.2,67.5,67.8
2015,67.8,67.9,68.1,68.2,69.0,69.3,69.4,69.7,70.1,70.2,70.6,70.8
2016,71.2,72.0,71.4,72.1,72.2,72.1,72.3,72.0,71.8,72.2,71.9,72.1
2017,71.9,71.7,71.9,72.3,71.5,71.7,72.3,72.7,72.5,72.6,72.9,73.0
2018,74.8,74.8,74.9,75.2,76.1,75.5,75.3,75.2,75.4,75.5,75.5,75.4
2019,75.7,76.0,76.3,75.7,75.8,76.4,76.2,76.6,76.8,76.7,77.0,77.5
2020,77.2,77.2,77.4,73.1,72.6,72.3,71.9,72.0,72.2,72.9,73.1,73.5
2021,74.8,74.7,74.9,75.6,76.0,76.5,77.4,78.3,78.2,78.7,78.6,78.9
2022,79.5,80.2,80.9,81.6,82.6,83.5,84.6,84.7,85.1,85.2,85.7,85.7
2023,86.0,85.9,86.1,86.4,85.8,85.3,84.9,84.8,84.7,84.9,84.0,83.5
2024,82.7,82.9,82.8,82.5,82.8,83.0(P),,,,,,
