Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2014,49.7,49.9,49.8,49.8,50.3,50.5,50.3,50.3,50.3,50.4,50.7,50.8
2015,50.7,50.5,50.4,50.7,50.5,50.5,50.7,50.6,51.0,51.0,50.9,50.9
2016,50.8,50.7,50.8,50.7,50.8,50.9,50.7,50.8,50.7,50.7,50.8,50.7
2017,50.9,50.9,51.0,50.9,50.9,51.2,51.0,51.2,51.2,51.3,51.3,51.4
2018,51.4,51.7,51.7,51.9,51.8,52.1,52.2,52.3,52.3,52.5,52.7,53.0
2019,53.0,52.9,53.1,52.9,53.1,53.3,53.3,53.2,53.3,53.6,53.8,53.6
2020,53.7,53.5,53.3,45.4,49.2,49.5,46.3,47.0,51.6,51.7,51.8,52.3
2021,52.7,53.1,53.5,53.9,54.0,54.1,54.1,54.5,54.2,54.3,54.3,54.2
2022,53.9,54.1,54.4,54.3,54.4,54.1,54.5,54.7,54.5,54.6,54.6,54.4
2023,54.7,54.6,54.3,54.1,54.2,54.2,53.4,53.3,53.2,53.5,53.0,53.4
2024,53.6,53.7,54.1,53.9,54.0,54.1(P),,,,,,
