Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2014,64.1,64.4,64.1,64.5,64.8,64.5,64.6,64.7,64.5,64.9,64.7,65.0
2015,65.2,65.2,65.3,65.2,65.5,65.5,65.6,65.6,65.8,65.9,65.9,65.9
2016,65.8,65.6,65.6,65.9,65.7,65.3,65.1,65.1,65.2,65.5,65.2,65.0
2017,64.9,65.0,64.7,64.8,64.5,64.7,64.7,64.7,64.5,64.2,64.5,64.4
2018,64.5,64.3,64.4,64.3,64.5,64.7,64.3,64.4,64.3,64.4,64.5,64.3
2019,64.3,64.2,64.6,64.3,64.7,64.8,65.3,65.0,64.9,64.9,64.3,64.2
2020,64.1,63.9,63.6,56.6,54.7,55.3,55.1,55.6,57.3,59.7,61.7,62.0
2021,61.9,62.0,61.9,61.1,59.2,59.1,59.8,59.9,60.6,61.8,63.1,63.0
2022,63.2,63.5,63.7,63.7,63.6,63.5,64.2,64.2,64.1,63.9,64.2,64.4
2023,64.8,65.0,65.1,65.3,65.2,65.8,65.4,65.4,65.4,66.8,66.7,66.9
2024,66.8,66.3,66.6,66.6,67.5,67.8(P),,,,,,
