Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2014,73.7,73.5,73.8,74.2,74.3,74.1,73.6,74.0,74.2,74.1,74.2,74.1
2015,74.2,74.1,74.1,73.8,74.0,74.0,74.2,73.8,73.7,74.3,73.9,73.6
2016,72.8,73.4,72.8,73.4,73.0,72.3,72.8,73.0,73.0,72.7,72.6,72.8
2017,72.6,72.7,72.9,72.7,72.7,73.2,73.2,73.0,72.9,72.9,72.7,72.8
2018,72.8,72.6,73.1,72.8,73.0,73.0,73.0,73.5,73.6,73.7,73.8,73.7
2019,73.6,73.7,73.6,72.6,72.7,72.3,73.2,73.3,73.5,73.4,73.3,73.4
2020,74.3,73.8,73.1,61.1,62.5,62.4,61.6,61.5,61.4,63.4,64.6,65.1
2021,65.6,66.4,67.0,67.9,68.6,68.8,68.8,68.9,69.2,70.4,70.2,70.4
2022,70.7,71.1,71.0,71.0,71.0,70.8,71.4,71.3,71.5,71.5,71.7,71.8
2023,72.1,72.1,71.8,71.9,71.9,72.1,71.7,71.9,71.5,71.2,71.5,72.1
2024,71.8,71.5,71.5,70.9,71.5,71.6(P),,,,,,
