Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2014,30.0,29.9,29.8,29.8,29.9,29.7,29.8,29.7,29.6,29.6,29.6,29.6
2015,29.7,29.6,29.6,29.6,29.6,29.6,29.7,29.7,29.7,29.7,29.7,29.7
2016,29.3,29.3,29.2,29.3,29.4,29.2,29.4,29.4,29.3,29.3,29.3,29.4
2017,29.2,29.1,29.2,29.2,29.3,29.4,29.3,29.3,29.3,29.3,29.3,29.3
2018,29.3,29.4,29.3,29.4,29.3,29.2,29.2,29.1,29.2,29.2,29.2,29.3
2019,29.1,29.0,29.0,29.0,29.0,29.0,28.9,28.9,28.9,28.9,28.9,28.8
2020,28.8,28.7,28.7,28.1,28.1,28.2,28.1,28.2,28.1,28.2,28.3,28.0
2021,28.2,28.2,28.2,28.2,28.1,28.2,28.2,28.2,28.1,28.1,28.1,28.1
2022,28.0,28.0,28.0,28.1,28.0,28.0,28.1,28.1,28.0,28.0,28.0,28.0
2023,27.9,27.9,27.8,27.7,27.9,27.9,27.9,27.8,27.8,27.9,27.7,27.7
2024,27.5,27.5,27.6,27.2,27.6,27.0(P),,,,,,
