Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2014,226.2,225.3,227.1,228.0,228.6,228.9,228.7,230.1,231.1,231.4,232.1,233.2
2015,235.0,236.3,236.4,236.6,236.9,237.5,238.8,239.3,239.5,241.3,242.5,243.8
2016,243.7,244.5,246.1,246.3,247.4,247.8,248.7,249.0,248.9,246.9,250.1,250.6
2017,251.0,252.3,254.0,252.4,253.8,254.7,254.8,255.2,253.5,256.9,257.3,256.0
2018,261.4,261.8,260.9,264.6,265.4,266.0,264.9,266.0,260.4,265.2,266.3,265.8
2019,267.1,267.7,268.4,270.1,270.5,270.6,272.5,272.5,272.5,272.9,272.9,272.7
2020,272.1,272.6,265.6,150.0,184.0,213.4,215.7,220.9,227.3,231.3,236.2,236.9
2021,237.7,237.8,238.9,239.0,242.9,245.0,247.8,250.1,252.6,254.2,255.2,257.3
2022,258.3,261.2,261.6,263.1,263.7,264.4,265.8,267.0,268.3,269.8,270.7,272.0
2023,274.4,275.8,278.5,276.6,277.3,277.9,278.8,280.4,281.4,284.5,288.7,286.9
2024,289.7,290.7,293.0,293.1,291.9,291.7(P),,,,,,
