Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2014,86.5,86.3,86.2,86.9,85.8,85.7,85.8,85.3,85.7,85.2,85.3,85.5
2015,85.0,85.4,85.6,85.2,85.4,85.6,85.4,85.8,85.8,85.3,85.2,85.4
2016,85.3,85.0,85.1,85.6,81.7,85.7,85.9,85.6,85.2,85.3,84.7,84.9
2017,84.9,84.9,84.3,84.7,85.2,85.4,84.8,85.1,84.4,84.7,84.6,84.9
2018,85.5,86.1,86.5,87.4,86.9,86.5,86.1,86.0,86.9,87.6,87.3,87.1
2019,86.6,86.4,87.2,87.0,87.6,88.4,88.6,88.6,88.0,88.4,88.9,89.0
2020,90.3,89.8,88.7,81.2,80.7,80.9,81.0,81.3,82.6,83.9,83.5,82.9
2021,82.9,83.5,84.4,84.2,84.8,85.5,86.5,87.5,88.6,88.9,89.5,90.4
2022,91.1,91.2,91.6,92.9,93.1,93.4,94.6,94.7,94.4,94.1,93.8,94.1
2023,94.4,94.4,94.5,94.0,94.0,93.3,92.5,92.1,91.8,92.5,92.8,92.0
2024,93.1,93.8,93.9,93.5,93.5,92.4(P),,,,,,
