Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2014,24.4,24.3,24.5,24.5,24.7,25.2,25.5,25.3,25.2,25.3,24.9,25.8
2015,26.1,26.6,26.6,26.1,26.2,26.1,26.5,26.5,26.5,26.6,26.7,26.9
2016,26.8,27.0,27.0,27.0,26.7,26.9,27.1,27.2,27.2,27.2,27.5,27.4
2017,27.2,27.9,28.0,28.1,28.4,28.0,27.5,27.6,27.6,27.5,27.5,28.1
2018,28.0,27.8,28.1,28.6,29.4,28.6,28.9,29.1,29.5,30.0,30.5,30.6
2019,30.7,29.0,28.5,29.2,29.8,30.0,30.3,30.6,30.5,30.5,30.5,30.2
2020,30.4,30.4,30.7,29.0,30.5,30.6,30.7,30.8,31.2,31.3,31.5,31.9
2021,32.2,31.1,32.5,32.6,32.7,32.6,33.3,33.5,33.5,33.8,34.5,34.9
2022,34.6,35.3,35.7,35.7,35.8,35.9,36.5,36.9,37.2,37.2,36.4,36.3
2023,37.1,36.9,36.8,37.0,36.9,36.8,36.8,36.5,36.7,37.4,37.6,37.8
2024,38.4,38.8,39.2,39.1,39.2,38.8(P),,,,,,
