Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2014,38.8,38.8,38.8,38.8,38.9,39.0,39.0,39.2,39.1,39.2,39.4,39.5
2015,39.5,39.7,39.6,39.9,39.8,39.8,39.8,39.8,39.8,39.9,40.0,40.0
2016,40.2,40.2,40.2,40.2,40.1,40.0,40.4,40.2,40.2,40.3,40.3,40.3
2017,40.2,40.4,40.4,40.4,40.5,40.5,40.6,40.6,40.8,40.8,40.9,40.9
2018,41.2,41.2,41.2,41.3,41.2,41.2,41.1,41.1,41.1,41.0,40.9,40.7
2019,40.7,40.6,40.5,40.4,40.4,40.4,40.5,40.4,40.4,40.5,40.6,40.6
2020,40.7,40.7,40.6,34.1,36.2,37.7,37.8,38.2,38.4,38.8,38.9,38.8
2021,38.7,38.5,38.8,38.9,38.9,38.9,39.0,39.3,39.1,39.2,39.2,39.3
2022,39.3,39.3,39.4,39.4,39.4,39.3,39.2,39.2,39.1,39.1,39.2,39.2
2023,39.5,39.5,39.4,39.4,39.4,39.5,39.5,39.8,39.8,39.8,39.6,39.5
2024,39.2,39.2,39.4,39.7,39.9,40.0(P),,,,,,
