Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2014,56.4,56.4,56.7,57.4,57.3,57.7,58.3,58.1,57.3,58.2,57.9,57.6
2015,56.7,56.8,56.7,56.3,56.4,56.6,56.9,56.6,56.6,56.3,56.3,56.6
2016,56.9,57.0,57.0,57.3,57.4,57.6,57.9,57.5,57.6,57.0,57.3,57.0
2017,56.8,56.9,57.1,56.5,56.6,56.3,56.0,56.0,56.2,56.3,56.2,56.8
2018,56.2,56.0,55.8,56.2,56.4,56.3,55.9,56.1,55.6,56.1,55.9,55.4
2019,55.8,55.7,55.5,55.2,55.4,55.3,55.5,55.1,55.3,55.2,55.4,55.8
2020,55.5,55.4,55.3,48.6,48.1,48.7,48.6,49.0,49.3,50.1,49.9,49.4
2021,50.2,50.7,51.1,51.4,51.7,52.1,52.8,53.2,53.3,54.0,54.1,54.6
2022,54.8,55.1,55.5,56.1,56.6,56.9,57.4,57.8,58.2,57.9,57.6,57.7
2023,58.6,58.5,58.3,58.2,58.0,57.8,57.7,57.4,57.4,57.3,57.3,57.9
2024,57.7,57.7,57.5,57.7,58.0,58.2(P),,,,,,
